Title,Base Title,Artist,Album,Duration,Genre,Year,Original Artist,Cover Song,Orig Artist,Covering Artist,Source Files,Original Data
The Tower That Ate People,The Tower That Ate People,Peter Gabriel,,,,,,No,,,Book1.csv,"Peter Gabriel - ""The Tower That Ate People"""
Big Time,Big Time,Peter Gabriel,,,,,,No,,,Book1.csv,Peter Gabriel - Big Time
Sledgehammer,Sledgehammer,Peter Gabriel,,,,,,No,,,Book1.csv,Peter Gabriel - Sledgehammer
Peter Gabriel (quiet side),Peter Gabriel (quiet side),Peter Gabriel,,,,,,No,,,Book1.csv,Peter Gabriel (quiet side)
Black Out Days,Black Out Days,Phantogram,,,,,,No,,,Book1.csv,Phantogram - Black Out Days
Easy Lover (with Philip Bailey),Easy Lover (with Philip Bailey),Phil Collins,,,,,,No,,,Book1.csv,Phil Collins - Easy Lover (with Philip Bailey)
Sussudio,Sussudio,Phil Collins,,,,,,No,,,Book1.csv,Phil Collins - Sussudio
Friday I'm in Love,Friday I'm in Love,Phoebe Bridgers,,,,,,No,,,Book1.csv,"Phoebe Bridgers - ""Friday I'm in Love"" (The Cure)"
Funeral,Funeral,Phoebe Bridgers,,,,,,No,,,Book1.csv,"Phoebe Bridgers - ""Funeral"""
Moon Song,Moon Song,Phoebe Bridgers,,,,,,No,,,Book1.csv,"Phoebe Bridgers - ""Moon Song"""
Motion Sickness,Motion Sickness,Phoebe Bridgers,,,,,,No,,,Book1.csv,"Phoebe Bridgers - ""Motion Sickness"""
Photograph,Photograph,Oi Va Voi,,,,,,No,,,Book1.csv,Photograph
Photograph (you added),Photograph (you added),Oi Va Voi,,,,,,No,,,Book1.csv,Photograph (you added)
Piece of Me,Piece of Me,Oi Va Voi,,,,,,No,,,Book1.csv,Piece of Me
Every You Every Me,Every You Every Me,Placebo,,,,,,No,,,Book1.csv,"Placebo - ""Every You Every Me"""
Pure Morning,Pure Morning,Placebo,,,,,,No,,,Book1.csv,"Placebo - ""Pure Morning"""
Why Me,Why Me,Planet P,,,,,,No,,,Book1.csv,"Planet P - ""Why Me"""
Plowed,Plowed,Zoe De La Sera Plowed,,,,,,No,,,Book1.csv,Plowed
Nothin' But a Good Time,Nothin' But a Good Time,Poison,,,,,,No,,,Book1.csv,Poison - Nothin' But a Good Time
Talk Dirty to Me,Talk Dirty to Me,Poison,,,,,,No,,,Book1.csv,Poison - Talk Dirty to Me
Machine Gun,Machine Gun,Portishead,,,,,,No,,,Book1.csv,"Portishead - ""Machine Gun"""
Mysterons,Mysterons,Portishead,,,,,,No,,,Book1.csv,"Portishead - ""Mysterons"""
Post punk's nervous energy,Post punk's nervous energy,Portishead,,,,,,No,,,Book1.csv,Post punk's nervous energy
Prefab Sprout,Prefab Sprout,Portishead,,,,,,No,,,Book1.csv,Prefab Sprout
Bonny,Bonny,Prefab Sprout,,,,,,No,,,Book1.csv,"Prefab Sprout - ""Bonny"""
When Love Breaks Down,When Love Breaks Down,Prefab Sprout,,,,,,No,,,Book1.csv,Prefab Sprout - When Love Breaks Down
Pretend We're Dead,Pretend We're Dead,Prefab Sprout,,,,,,No,,,Book1.csv,Pretend We're Dead
Pretty in Pink,Pretty in Pink,The Psychedelic Furs,,,,,,No,,,Book1.csv,Pretty in Pink
Private Idaho,Private Idaho,The Psychedelic Furs,,,,,,No,,,Book1.csv,Private Idaho
Production that creates space,Production that creates space,The Psychedelic Furs,,,,,,No,,,Book1.csv,Production that creates space
The Remedy,The Remedy,Puscifer (feat. Carina Round),,,,,,No,,,Book1.csv,"Puscifer (feat. Carina Round) - ""The Remedy"""
Go With the Flow,Go With the Flow,Queens of the Stone Age,,,,,,No,,,Book1.csv,Queens of the Stone Age - Go With the Flow
No One Knows,No One Knows,Queens of the Stone Age,,,,,,No,,,Book1.csv,Queens of the Stone Age - No One Knows
Orange Crush Elastica,Orange Crush Elastica,R.E.M.,,,,,,No,,,Book1.csv,R.E.M. - Orange Crush Elastica - Connection The Killers - Somebody Told Me Franz Ferdinand - Take Me Out clubfoot; the underdog
Everything in Its Right Place,Everything in Its Right Place,Radiohead,,,,,,No,,,Book1.csv,"Radiohead - ""Everything in Its Right Place"""
Weird Fishes / Arpeggi,Weird Fishes / Arpeggi,Radiohead,,,,,,No,,,Book1.csv,"Radiohead - ""Weird Fishes / Arpeggi"""
Pyramid Song,Pyramid Song,Radiohead,,,,,,No,,,Book1.csv,Radiohead - Pyramid Song
Rag Doll,Rag Doll,Radiohead,,,,,,No,,,Book1.csv,Rag Doll
Bulls on Parade,Bulls on Parade,Rage Against the Machine,,,,,,No,,,Book1.csv,Rage Against the Machine - Bulls on Parade
Testify,Testify,Rage Against the Machine,,,,,,No,,,Book1.csv,Rage Against the Machine - Testify
Rain,Rain,Alphawezen,,,,,,No,,,Book1.csv,Rain
Raise Hell,Raise Hell,Alphawezen,,,,,,No,,,Book1.csv,Raise Hell
Lay It Down,Lay It Down,Ratt,,,,,,No,,,Book1.csv,Ratt - Lay It Down
Round and Round,Round and Round,Ratt,,,,,,No,,,Book1.csv,Ratt - Round and Round
Round and Round Ratt,Round and Round Ratt,Ratt,,,,,,No,,,Book1.csv,Ratt - Round and Round Ratt - Lay It Down
,,,,,,,,,,,,
,,,,,,,,,,,,
Ready Steady Go,Ready Steady Go,Paul Oakenfold,,,,,,No,,,Book1.csv,Ready Steady Go - Paul Oakenfold
Ready to Go,Ready to Go,Republica,,,,,,No,,,Book1.csv,Ready to Go
Rebel Yell,Rebel Yell,Triple Seven,,,,,,No,,,Book1.csv,Rebel Yell
Red Hill Mining Town,Red Hill Mining Town,Billy Idol,,,,,,No,,,Book1.csv,Red Hill Mining Town
Red Skies,Red Skies,Billy Idol,,,,,,No,,,Book1.csv,Red Skies
Renegade,Renegade,Styx,,,,,,No,,,Book1.csv,Renegade - Styx
Roll With the Changes,Roll With the Changes,REO Speedwagon,,,,,,No,,,Book1.csv,REO Speedwagon - Roll With the Changes
Reptile,Reptile,The Church,,,,,,No,,,Book1.csv,Reptile
Drop Dead Gorgeous,Drop Dead Gorgeous,Republica,,,,,,No,,,Book1.csv,Republica - Drop Dead Gorgeous
Rhian Sheehan (ambient instrumental),Rhian Sheehan (ambient instrumental),Republica,,,,,,No,,,Book1.csv,Rhian Sheehan (ambient instrumental)
The Fall,The Fall,Rhye,,,,,,No,,,Book1.csv,Rhye - The Fall
Rio,Rio,The Moon Loungers feat. Acoustic Covers - 80s,,,,,,Yes,,The Moon Loungers feat. Acoustic Covers - 80s,Book1.csv,Rio
Roads,Roads,Urban Love feat. Ivette Moraes,,,,,,No,,,Book1.csv,Roads
Roam,Roam,The B-52's,,,,,,No,,,Book1.csv,Roam
Superbeast,Superbeast,Rob Zombie,,,,,,No,,,Book1.csv,"Rob Zombie - ""Superbeast"""
Dragula,Dragula,Rob Zombie,,,,,,No,,,Book1.csv,Rob Zombie - Dragula
Simply Irresistible,Simply Irresistible,Robert Palmer,,,,,,No,,,Book1.csv,Robert Palmer - Simply Irresistible
Live at the Apollo,Live at the Apollo,Roxy Music,,,,2001,,No,,,Book1.csv,Roxy Music - Live at the Apollo (2001)
Royal Blood,Royal Blood,Roxy Music,,,,,,No,,,Book1.csv,Royal Blood
Figure It Out,Figure It Out,Royal Blood,,,,,,No,,,Book1.csv,Royal Blood - Figure It Out
Out of the Black,Out of the Black,Royal Blood,,,,,,No,,,Book1.csv,Royal Blood - Out of the Black
Run,Run,Collective Soul,,,,,,No,,,Book1.csv,Run (Live) - Collective Soul
Run Like Hell,Run Like Hell,Collective Soul,,,,,,No,,,Book1.csv,Run Like Hell
Run to You,Run to You,Komodo feat. Run To You,,,,,,No,,,Book1.csv,Run to You
Runnin' Down a Dream,Runnin' Down a Dream,Tom Petty,,,,,,No,,,Book1.csv,Runnin' Down a Dream
Spirit of Radio,Spirit of Radio,Rush,,,,,,No,,,Book1.csv,Rush - Spirit of Radio
Tom Sawyer,Tom Sawyer,Rush,,,,,,No,,,Book1.csv,Rush - Tom Sawyer
Same Ol' Situation,Same Ol' Situation,Saliva,,,,,,No,,,Book1.csv,Same Ol' Situation
Same Ol' Situation (S.O.S.),Same Ol' Situation (S.O.S.),Saliva,,,,,,No,,,Book1.csv,Same Ol' Situation (S.O.S.)
Sanctify Yourself,Sanctify Yourself,Saliva,,,,,,No,,,Book1.csv,Sanctify Yourself
Save It for Later,Save It for Later,The English Beat,,,,,,No,,,Book1.csv,Save It for Later
Save Yourself,Save Yourself,Stabbing Westward,,,,,,No,,,Book1.csv,Save Yourself - Stabbing Westward
Saved by Zero,Saved by Zero,The Fixx,,,,,,No,,,Book1.csv,Saved by Zero
Love Will Tear Us Apart,Love Will Tear Us Apart,Scala & Kolacny Brothers,,,,,,No,,,Book1.csv,"Scala & Kolacny Brothers - ""Love Will Tear Us Apart"" Choral"
Smells Like Teen Spirit,Smells Like Teen Spirit,Scala & Kolacny Brothers,,,,,,No,,,Book1.csv,"Scala & Kolacny Brothers - ""Smells Like Teen Spirit"""
With or Without You,With or Without You,Scala & Kolacny Brothers,,,,,,No,,,Book1.csv,"Scala & Kolacny Brothers - ""With or Without You"""
Fire,Fire,Scooter,,,,,,No,,,Book1.csv,Scooter - Fire
Maria (I Like It Loud),Maria (I Like It Loud),Scooter,,,,,,No,,,Book1.csv,Scooter - Maria (I Like It Loud)
Screen Kiss,Screen Kiss,Scooter,,,,,,No,,,Book1.csv,Screen Kiss
Second Skin,Second Skin,Scooter,,,,,,No,,,Book1.csv,Second Skin
See my thinking,See my thinking,Scooter,,,,,,No,,,Book1.csv,See my thinking
Shake It Up,Shake It Up,The Cars,,,,,,No,,,Book1.csv,Shake It Up
She Sells Sanctuary,She Sells Sanctuary,The Cult,,,,,,No,,,Book1.csv,She Sells Sanctuary
Shoegaze leaning,Shoegaze leaning,The Cult,,,,,,No,,,Book1.csv,Shoegaze leaning
Shout,Shout,Tears For Fears,,,,,,No,,,Book1.csv,Shout
Belfast Child,Belfast Child,Simple Minds,,,,,,No,,,Book1.csv,"Simple Minds - ""Belfast Child"""
Someone Somewhere in Summertime,Someone Somewhere in Summertime,Simple Minds,,,,,,No,,,Book1.csv,"Simple Minds - ""Someone Somewhere in Summertime"""
Sanctify Yourself,Sanctify Yourself,Simple Minds,,,,,,No,,,Book1.csv,Simple Minds - Sanctify Yourself
Waterfront,Waterfront,Simple Minds,,,,,,No,,,Book1.csv,Simple Minds - Waterfront
Simply Irresistible,Simply Irresistible,Simple Minds,,,,,,No,,,Book1.csv,Simply Irresistible
Skid Row,Skid Row,Simple Minds,,,,,,No,,,Book1.csv,Skid Row
Monkey Business,Monkey Business,Skid Row,,,,,,No,,,Book1.csv,Skid Row - Monkey Business
Youth Gone Wild,Youth Gone Wild,Skid Row,,,,,,No,,,Book1.csv,Skid Row - Youth Gone Wild
,,,,,,,,,,,,
Assimilate,Assimilate,Skinny Puppy,,,,,,No,,,Book1.csv,"Skinny Puppy - ""Assimilate"""
Smothered Hope,Smothered Hope,Skinny Puppy,,,,,,No,,,Book1.csv,"Skinny Puppy - ""Smothered Hope"""
Sledgehammer,Sledgehammer,Sledgehammer by Peter Gabriel (Morgan James cover),,,,,,Yes,,Sledgehammer by Peter Gabriel (Morgan James cover),Book1.csv,Sledgehammer
Infinity Guitars,Infinity Guitars,Sleigh Bells,,,,,,No,,,Book1.csv,Sleigh Bells - Infinity Guitars
Machine Gun,Machine Gun,Slowdive,,,,,,No,,,Book1.csv,"Slowdive - ""Machine Gun"""
When the Sun Hits,When the Sun Hits,Slowdive,,,,,,No,,,Book1.csv,"Slowdive - ""When the Sun Hits"""
Souvlaki Space Station,Souvlaki Space Station,Slowdive,,,,,,No,,,Book1.csv,Slowdive - Souvlaki Space Station
Smack My Bitch Up,Smack My Bitch Up,The Prodigy,,,,,,No,,,Book1.csv,Smack My Bitch Up - The Prodigy
Small venue,Small venue,The Prodigy,,,,,,No,,,Book1.csv,Small venue
Bullet With Butterfly Wings,Bullet With Butterfly Wings,Smashing Pumpkins,,,,,,No,,,Book1.csv,Smashing Pumpkins - Bullet With Butterfly Wings
Cherub Rock,Cherub Rock,Smashing Pumpkins,,,,,,No,,,Book1.csv,Smashing Pumpkins - Cherub Rock
Today,Today,Smashing Pumpkins,,,,,,No,,,Book1.csv,Smashing Pumpkins - Today
Smells Like Teen Spirit,Smells Like Teen Spirit,Violet Orlandi,,,,,,No,,,Book1.csv,Smells Like Teen Spirit
So Cruel,So Cruel,Sneaker Pimps,,,,,,No,,,Book1.csv,So Cruel
Somebody,Somebody,The Cat and Owl,,,,,,No,,,Book1.csv,Somebody
Somebody Told Me,Somebody Told Me,The Killers,,,,,,No,,,Book1.csv,Somebody Told Me
Somebody's Crying,Somebody's Crying,The Killers,,,,,,No,,,Book1.csv,Somebody's Crying
Someone Somewhere in Summertime,Someone Somewhere in Summertime,The Killers,,,,,,No,,,Book1.csv,Someone Somewhere in Summertime
Chant No. 1,Chant No. 1,Spandau Ballet,,,,,,No,,,Book1.csv,Spandau Ballet - Chant No. 1
Spirit of Radio,Spirit of Radio,Garbage,,,,,,No,,,Book1.csv,Spirit of Radio
Plowed,Plowed,Sponge,,,,,,No,,,Book1.csv,Sponge - Plowed
Plowed (you added),Plowed (you added),Sponge,,,,,,No,,,Book1.csv,Sponge - Plowed (you added)
The Underdog,The Underdog,Spoon,,,,,,No,,,Book1.csv,Spoon - The Underdog
The Underdog (different song,The Underdog (different song,Spoon,,,,,,No,,,Book1.csv,Spoon - The Underdog (different song
The Underdog (tight,The Underdog (tight,Spoon,,,,,,No,,,Book1.csv,Spoon - The Underdog (tight
Shame,Shame,Stabbing Westward,,,,,,No,,,Book1.csv,"Stabbing Westward - ""Shame"""
Violent Mood Swings,Violent Mood Swings,Stabbing Westward,,,,,,No,,,Book1.csv,"Stabbing Westward - ""Violent Mood Swings"""
Stadium Love,Stadium Love,Stabbing Westward,,,,,,No,,,Book1.csv,Stadium Love
Start Me Up,Start Me Up,Stabbing Westward,,,,,,No,,,Book1.csv,Start Me Up
Down Here,Down Here,Stateless,,,,,,No,,,Book1.csv,"Stateless - ""Down Here"""
Prism #1,Prism #1,Stateless,,,,,,No,,,Book1.csv,"Stateless - ""Prism #1"""
Ariel,Ariel,Stateless,,,,,,No,,,Book1.csv,Stateless - Ariel
Blue Fire,Blue Fire,Stateless,,,,,,No,,,Book1.csv,Stateless - Blue Fire
Exit,Exit,Stateless,,,,,,No,,,Book1.csv,Stateless - Exit
Crossfire,Crossfire,Stevie Ray Vaughan,,,,,,No,,,Book1.csv,Stevie Ray Vaughan - Crossfire
Sex Type Thing,Sex Type Thing,Stone Temple Pilots,,,,,,No,,,Book1.csv,Stone Temple Pilots - Sex Type Thing
Vasoline,Vasoline,Stone Temple Pilots,,,,,,No,,,Book1.csv,Stone Temple Pilots - Vasoline
String driven,String driven,Depeche Mode,,,,,,No,,,Book1.csv,String driven
Summer of '69,Summer of '69,INXS,,,,,,No,,,Book1.csv,Summer of '69
Sunglasses at Night,Sunglasses at Night,The Megas feat. Sparked a War,,,,,,No,,,Book1.csv,Sunglasses at Night
Enjoy the Silence,Enjoy the Silence,Susanna,,,,,,No,,,Book1.csv,"Susanna - ""Enjoy the Silence"" (Depeche Mode)"
Love Will Tear Us Apart,Love Will Tear Us Apart,Susanna & the Magical Orchestra,,,,,,No,,,Book1.csv,"Susanna & the Magical Orchestra - ""Love Will Tear Us Apart"""
Swamp Thing,Swamp Thing,The Chameleons UK Gothic & Darkwave,,,,,,No,,,Book1.csv,Swamp Thing
Swamp Thing (guitars rising,Swamp Thing (guitars rising,The Chameleons UK Gothic & Darkwave,,,,,,No,,,Book1.csv,Swamp Thing (guitars rising
Sweet Emotion,Sweet Emotion,The Chameleons UK Gothic & Darkwave,,,,,,No,,,Book1.csv,Sweet Emotion
Celldweller,Celldweller,Switchback,,,,,,No,,,Book1.csv,Switchback - Celldweller
Synchronicity II,Synchronicity II,The Police,,,,,,No,,,Book1.csv,Synchronicity II
Synth noir,Synth noir,The Police,,,,,,No,,,Book1.csv,Synth noir
How Soon Is Now,How Soon Is Now,t.A.T.u.,,,,,,No,,,Book1.csv,t.A.T.u. - How Soon Is Now
How Soon Is Now (cover),How Soon Is Now (cover),t.A.T.u.,,,Cover,,,Yes,,t.A.T.u.,Book1.csv,t.A.T.u. - How Soon Is Now (cover)
Take It Off,Take It Off,t.A.T.u.,,,,,,No,,,Book1.csv,Take It Off
Take Me Down,Take Me Down,t.A.T.u.,,,,,,No,,,Book1.csv,Take Me Down
Take Me Out,Take Me Out,Young Summer feat. Looking for Alaska (Music from the Original Series),,,,,,No,,,Book1.csv,Take Me Out
Talk Dirty to Me,Talk Dirty to Me,Young Summer feat. Looking for Alaska (Music from the Original Series),,,,,,No,,,Book1.csv,Talk Dirty to Me
I Believe in You,I Believe in You,Talk Talk,,,,,,No,,,Book1.csv,"Talk Talk - ""I Believe in You"""
Wealth,Wealth,Talk Talk,,,,,,No,,,Book1.csv,"Talk Talk - ""Wealth"""
Talk Talk (late period),Talk Talk (late period),Talk Talk,,,,,,No,,,Book1.csv,Talk Talk (late period)
Once in a Lifetime,Once in a Lifetime,Talking Heads,,,,,,No,,,Book1.csv,Talking Heads - Once in a Lifetime
Talking in Your Sleep,Talking in Your Sleep,Rogue Wave feat. Cover Me,,,,,,Yes,,Rogue Wave feat. Cover Me,Book1.csv,Talking in Your Sleep
Swords and Knives,Swords and Knives,Tears for Fears,,,,,,No,,,Book1.csv,Tears for Fears - Swords and Knives
That's the ache you feel.,That's the ache you feel.,Tears for Fears,,,,,,No,,,Book1.csv,That's the ache you feel.
That's the one. Fast,That's the one. Fast,Tears for Fears,,,,,,No,,,Book1.csv,That's the one. Fast
Strength,Strength,The Alarm,,,,,,No,,,Book1.csv,The Alarm - Strength / Sold Me Down the River / Rain in the Summertime / Blaze of Glory / The Stand / 68 Guns
Sold Me Down the River,Sold Me Down the River,The Alarm,,,,,,No,,,Book1.csv,The Alarm - Strength / Sold Me Down the River / Rain in the Summertime / Blaze of Glory / The Stand / 68 Guns
Rain in the Summertime,Rain in the Summertime,The Alarm,,,,,,No,,,Book1.csv,The Alarm - Strength / Sold Me Down the River / Rain in the Summertime / Blaze of Glory / The Stand / 68 Guns
Blaze of Glory,Blaze of Glory,The Alarm,,,,,,No,,,Book1.csv,The Alarm - Strength / Sold Me Down the River / Rain in the Summertime / Blaze of Glory / The Stand / 68 Guns
The Stand,The Stand,The Alarm,,,,,,No,,,Book1.csv,The Alarm - Strength / Sold Me Down the River / Rain in the Summertime / Blaze of Glory / The Stand / 68 Guns
68 Guns,68 Guns,The Alarm,,,,,,No,,,Book1.csv,The Alarm - Strength / Sold Me Down the River / Rain in the Summertime / Blaze of Glory / The Stand / 68 Guns
Love Shack,Love Shack,The B 52's,,,,,,No,,,Book1.csv,The B 52's - Love Shack
Roam,Roam,The B 52's,,,,,,No,,,Book1.csv,The B 52's - Roam
Private Idaho,Private Idaho,The B-52's,,,,,,No,,,Book1.csv,The B-52's - Private Idaho
Hazy Shade of Winter,Hazy Shade of Winter,The Bangles,,,,,,No,,,Book1.csv,The Bangles - Hazy Shade of Winter
In Your Room,In Your Room,The Bangles,,,,,,No,,,Book1.csv,The Bangles - In Your Room
Walk Like an Egyptian,Walk Like an Egyptian,The Bangles,,,,,,No,,,Book1.csv,The Bangles - Walk Like an Egyptian
The bass is a slow,The bass is a slow,The Bangles,,,,,,No,,,Book1.csv,The bass is a slow
The bass is barely there,The bass is barely there,The Bangles,,,,,,No,,,Book1.csv,The bass is barely there
The bass is late,The bass is late,The Bangles,,,,,,No,,,Book1.csv,The bass is late
Mirror in the Bathroom,Mirror in the Bathroom,The Beat,,,,,,No,,,Book1.csv,The Beat - Mirror in the Bathroom
The Beat (English Beat),The Beat (English Beat),The Beat,,,,,,No,,,Book1.csv,The Beat (English Beat)
Save It for Later,Save It for Later,The Beat (The English Beat),,,,,,No,,,Book1.csv,The Beat (The English Beat) - Save It for Later
Hard to Handle,Hard to Handle,The Black Crowes,,,,,,No,,,Book1.csv,The Black Crowes - Hard to Handle
Jealous Again,Jealous Again,The Black Crowes,,,,,,No,,,Book1.csv,The Black Crowes - Jealous Again
Gold on the Ceiling,Gold on the Ceiling,The Black Keys,,,,,,No,,,Book1.csv,The Black Keys - Gold on the Ceiling
The Blue Nile,The Blue Nile,The Black Keys,,,,,,No,,,Book1.csv,The Blue Nile
The Boys of Summer,The Boys of Summer,The Ataris,,,,,,No,,,Book1.csv,The Boys of Summer
An Honest Mistake,An Honest Mistake,The Bravery,,,,,,No,,,Book1.csv,The Bravery - An Honest Mistake
Avalon,Avalon,The Bryan Ferry Orchestra,,,,2012,,No,,,Book1.csv,"The Bryan Ferry Orchestra - ""Avalon"" (2012)"
I Still Believe,I Still Believe,The Call,,,,,,No,,,Book1.csv,"The Call - ""I Still Believe"""
Let the Day Begin,Let the Day Begin,The Call,,,,,,No,,,Book1.csv,The Call - Let the Day Begin
The Captain of Her Heart,The Captain of Her Heart,The Call,,,,,,No,,,Book1.csv,The Captain of Her Heart
Just What I Needed,Just What I Needed,The Cars,,,,,,No,,,Book1.csv,The Cars - Just What I Needed
Let's Go,Let's Go,The Cars,,,,,,No,,,Book1.csv,The Cars - Let's Go
Second Skin,Second Skin,The Chameleons,,,,,,No,,,Book1.csv,"The Chameleons - ""Second Skin"""
Up the Down Escalator,Up the Down Escalator,The Chameleons,,,,,,No,,,Book1.csv,"The Chameleons - ""Up the Down Escalator"""
The Chameleons (yes,The Chameleons (yes,The Chameleons,,,,,,No,,,Book1.csv,The Chameleons (yes
Setting Sun,Setting Sun,The Chemical Brothers,,,,,,No,,,Book1.csv,The Chemical Brothers - Setting Sun
Destination,Destination,The Church,,,,,,No,,,Book1.csv,The Church - Destination
The Colour of Spring,The Colour of Spring,The Church,,,,,,No,,,Book1.csv,The Colour of Spring
Eye of the Lens,Eye of the Lens,The Comsat Angels,,,,,,No,,,Book1.csv,"The Comsat Angels - ""Eye of the Lens"""
Independence Day,Independence Day,The Comsat Angels,,,,,,No,,,Book1.csv,"The Comsat Angels - ""Independence Day"""
Salvation,Salvation,The Cranberries,,,,,,No,,,Book1.csv,The Cranberries - Salvation
Rain,Rain,The Cult,,,,,,No,,,Book1.csv,"The Cult - ""Rain"""
Fire Woman (already added),Fire Woman (already added),The Cult,,,,,,No,,,Book1.csv,The Cult - Fire Woman (already added)
Lil' Devil,Lil' Devil,The Cult,,,,,,No,,,Book1.csv,The Cult - Lil' Devil
Wild Flower,Wild Flower,The Cult,,,,,,No,,,Book1.csv,The Cult - Wild Flower
The Cult (your strongest match),The Cult (your strongest match),The Cult,,,,,,No,,,Book1.csv,The Cult (your strongest match)
A Forest,A Forest,The Cure,,,,,,No,,,Book1.csv,"The Cure - ""A Forest"""
Fascination Street,Fascination Street,The Cure,,,,,,No,,,Book1.csv,"The Cure - ""Fascination Street"""
Push,Push,The Cure,,,,,,No,,,Book1.csv,"The Cure - ""Push"""
A Night Like This,A Night Like This,The Cure,,,,,,No,,,Book1.csv,The Cure - A Night Like This
In Between Days,In Between Days,The Cure,,,,,,No,,,Book1.csv,The Cure - In Between Days
Just Like Heaven,Just Like Heaven,The Cure,,,,,,No,,,Book1.csv,The Cure - Just Like Heaven
The Figurehead,The Figurehead,The Cure,,,,,,No,,,Book1.csv,The Cure - The Figurehead
Take It Off,Take It Off,The Donnas,,,,,,No,,,Book1.csv,The Donnas - Take It Off
Roadhouse Blues,Roadhouse Blues,The Doors,,,,,,No,,,Book1.csv,The Doors - Roadhouse Blues
The Downtown Lights,The Downtown Lights,The Doors,,,,,,No,,,Book1.csv,The Downtown Lights
The Dream Academy,The Dream Academy,The Doors,,,,,,No,,,Book1.csv,The Dream Academy
The Edge of Forever,The Edge of Forever,The Doors,,,,,,No,,,Book1.csv,The Edge of Forever
Red Skies,Red Skies,The Fixx,,,,,,No,,,Book1.csv,The Fixx - Red Skies
Keep Your Hands to Yourself,Keep Your Hands to Yourself,The Georgia Satellites,,,,,,No,,,Book1.csv,The Georgia Satellites - Keep Your Hands to Yourself
Warrior Concerto,Warrior Concerto,The Glitch Mob,,,,,,No,,,Book1.csv,The Glitch Mob - Warrior Concerto
The Go-Go's,The Go-Go's,The Glitch Mob,,,,,,No,,,Book1.csv,The Go-Go's
We Got the Beat,We Got the Beat,The Go-Go's,,,,,,No,,,Book1.csv,The Go-Go's - We Got the Beat
The Hives,The Hives,The Go-Go's,,,,,,No,,,Book1.csv,The Hives
Tick Tick Boom,Tick Tick Boom,The Hives,,,,,,No,,,Book1.csv,The Hives - Tick Tick Boom
Centerfold,Centerfold,The J. Geils Band,,,,,,No,,,Book1.csv,The J. Geils Band - Centerfold
Freeze Frame,Freeze Frame,The J. Geils Band,,,,,,No,,,Book1.csv,The J. Geils Band - Freeze Frame
The Killing Moon,The Killing Moon,Echo And The Bunnymen,,,,,,No,,,Book1.csv,The Killing Moon
Future Starts Slow,Future Starts Slow,The Kills,,,,,,No,,,Book1.csv,The Kills - Future Starts Slow
What Time Is Love?,What Time Is Love?,The KLF,,,,,,No,,,Book1.csv,The KLF - What Time Is Love?
The Knack,The Knack,The KLF,,,,,,No,,,Book1.csv,The Knack
Good Girls Don't,Good Girls Don't,The Knack,,,,,,No,,,Book1.csv,The Knack - Good Girls Don't
My Sharona,My Sharona,The Knack,,,,,,No,,,Book1.csv,The Knack - My Sharona
Butterfly on a Wheel,Butterfly on a Wheel,The Mission,,,,,,No,,,Book1.csv,"The Mission - ""Butterfly on a Wheel"""
Deliverance,Deliverance,The Mission,,,,,,No,,,Book1.csv,"The Mission - ""Deliverance"""
Tower of Strength,Tower of Strength,The Mission,,,,,,No,,,Book1.csv,"The Mission - ""Tower of Strength"""
Wasteland,Wasteland,The Mission,,,,,,No,,,Book1.csv,"The Mission - ""Wasteland"""
Severina,Severina,The Mission,,,,,,No,,,Book1.csv,The Mission - Severina
About Today,About Today,The National,,,,,,No,,,Book1.csv,The National - About Today
Pink Rabbits,Pink Rabbits,The National,,,,,,No,,,Book1.csv,The National - Pink Rabbits
The Kids Aren't Alright,The Kids Aren't Alright,The Offspring,,,,,,No,,,Book1.csv,The Offspring - The Kids Aren't Alright
Ticking in My Head,Ticking in My Head,The Offspring,,,,,,No,,,Book1.csv,The Offspring - Ticking in My Head
Debaser,Debaser,The Pixies,,,,,,No,,,Book1.csv,The Pixies - Debaser
Here Comes Your Man,Here Comes Your Man,The Pixies,,,,,,No,,,Book1.csv,The Pixies - Here Comes Your Man
Zero Hour,Zero Hour,The Plimsouls,,,,,,No,,,Book1.csv,The Plimsouls - Zero Hour
The Police Energy (tight,The Police Energy (tight,The Police,,,,,,No,,,Book1.csv,The Police Energy (tight
My People,My People,The Presets,,,,,,No,,,Book1.csv,The Presets - My People
Talk Like That,Talk Like That,The Presets,,,,,,No,,,Book1.csv,The Presets - Talk Like That
Back on the Chain Gang,Back on the Chain Gang,The Pretenders,,,,,,No,,,Book1.csv,The Pretenders - Back on the Chain Gang
Middle of the Road,Middle of the Road,The Pretenders,,,,,,No,,,Book1.csv,The Pretenders - Middle of the Road
The Pretty Reckless,The Pretty Reckless,The Pretenders,,,,,,No,,,Book1.csv,The Pretty Reckless
Heaven Knows,Heaven Knows,The Pretty Reckless,,,,,,No,,,Book1.csv,The Pretty Reckless - Heaven Knows
Take Me Down,Take Me Down,The Pretty Reckless,,,,,,No,,,Book1.csv,The Pretty Reckless - Take Me Down
Crash,Crash,The Primitives,,,,,,No,,,Book1.csv,The Primitives - Crash
Omen,Omen,The Prodigy,,,,,,No,,,Book1.csv,The Prodigy - Omen
Voodoo People,Voodoo People,The Prodigy,,,,,,No,,,Book1.csv,The Prodigy - Voodoo People
Hang Fire,Hang Fire,The Rolling Stones,,,,,,No,,,Book1.csv,The Rolling Stones - Hang Fire
