Song ID,Canonical Title,Canonical Artist,MusicBrainz Work ID,Primary Recording ID,Preferred Primary Release,First Published Year,Genre Family,Default Mood Tags,Default Event Tags,Default Situation Tags,Notes
S9ECDBCAC5078,Give Me The Night,Smoma,,R9B40460AB81C,Casual Lounge,2004.0,Trip-Hop,Chill; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC2C67244936B,Peg (Smoove Multitrack Rework) volume 10,Smoove UK,,RDE99412B5965,Top Down,2025.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SFAC5A9E8A2C5,How Soon Is Now?,Snake River Conspiracy,,RA4C75437BCA2,Sonic Jihad,2007.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S1DE13A939BCA,How Soon Is Now? (Back 2 the Future Club Mix),Snake River Conspiracy,,R97E0516E8CDE,Digging In The Crates: 2001 Vol. 1,2001.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S6576DAF7050B,Lovesong,Snake River Conspiracy,,R912D2D88BDB0,Sonic Jihad,2000.0,rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE1415F8E5F85,6 Underground,Sneaker Pimps,,RE432057E4976,Becoming X,1996.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S95EED5710DC3,6 Underground (Nellee Hooper dub),Sneaker Pimps,,RA369DF7D282A,6 Underground,1996.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S21209E9BB2C2,6 Underground (Nellee Hoopers Edit),Sneaker Pimps,,RDB8B84001F7F,6 Underground,2004.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S6B15D661A191,6 Underground (Perfecto mix),Sneaker Pimps,,R5A6D39FC2AD9,Becoming RemiXed,1998.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SF6A7A2FE0CE1,6 Underground - Nellee Hooper Mix,Sneaker Pimps,,R2A00CBDBF624,6 Underground,1996.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0B49BEC20378,Becoming,Sneaker Pimps,,R45CA2B4EF099,Becoming X,1996.0,Pandora Chill,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S897D41658983,Becoming X,Sneaker Pimps,,R8C81329A618B,Becoming X (Playlist: Trip-Hop Downtempo),2017.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8590915A8FBC,Cute Sushi Lunches,Sneaker Pimps,,R142E08880B68,Splinter,1999.0,Trip-Hop,Chill; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD0F54100AB65,Flowers and Silence,Sneaker Pimps,,R78AD64FE393A,Splinter,1999.0,Trip-Hop,Chill; Medium,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9FCCE74506E6,Half Life,Sneaker Pimps,,R4512AB8439A0,Splinter,1999.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S042434C29D36,Low Place Like Home,Sneaker Pimps,,RF109C3A32748,Becoming X,1996.0,Trip-Hop,Chill; Medium,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S7F1502A5E16F,Sick,Sneaker Pimps,,RB75A77F0068C,Bloodsport,2002.0,Trip-Hop,Party; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC4696AC12D84,So Cruel,Sneaker Pimps,,RD0B92855DA27,,,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4EDAC1ACD11E,Spin Spin Sugar,Sneaker Pimps,,RE75F55369574,Becoming X,1998.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S5EF87D350E74,Spin Spin Sugar (Armand's Dark Garage Mix),Sneaker Pimps,,R9869A9A2FEAD,Spin Spin Sugar (Cd1),1998.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S02D159535722,Walking Zero,Sneaker Pimps,,R4406FA38D378,Becoming X,1996.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9E4889A52FDF,6 underground,Sneaker Pimps... Classic 90s trip-hop,,RE634D4B6F5FE,Becoming X,1996.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S254ABF3889BF,Chasing Cars,Snow Patrol,,R5BC2EC3ABDFE,Eyes Open (Bonus Track Version),2005.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3C9CBA71193F,Chasing Cars (live acoustic version),Snow Patrol,,RAD6641D97055,"Grey's Anatomy: Original Soundtrack, Volume 2",2006.0,Soundtrack,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA61A864FB3CB,Run,Snow Patrol,,R9593FF9B1C33,Play It Loud,2004.0,pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SAF69169FECD0,Soft falsetto,So here it is,,RB4961C1B56BB,,,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB219A90DF69D,Soft focus,So here it is,,R62D90E9BB0DF,,,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4507571D5A58,Forever Young,So They Say,,RCCDD96E71CC1,Punk Goes 80's,2005.0,punk,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB7564709DF32,Immigrant Song,SOAK,,R5803C310373E,I Can't Make You Love Me / Immigrant Song,2016.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S2AE11A15ED8D,I'm On Fire,Soccer Mommy,,R2828ACC3801B,Henry / I'm On Fire,2018.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0973BB801DA3,Ball and Chain,Social Distortion,,R2E4D55E99FCC,Social Distortion,1990.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB9B554DA5870,Container,Sofa Surfers,,R02EC8C3C83BB,Cargo,1999.0,Trip-Hop,Intense; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SCAAAE894FBF1,Love As A Theory,Sofa Surfers,,R50255FAF733C,Sofa Surfers,2005.0,Trip-Hop,Chill; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9F846D629D5D,Sofa Rockers,Sofa Surfers,,R5BFE307FF021,SATURN Exklusiv Edition: Chill Out Edition,2002.0,Trip-Hop,Melancholic; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SADA61336CF35,Sofa Rockers (Richard Dorfmeister Remix),Sofa Surfers,,R767CDD839EE8,Sofa Rockers - Single,1997.0,Trip-Hop,Melancholic; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE5DC0CA32190,The Plan,Sofa Surfers,,RBFCF6F255232,Transit,1997.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA642CFFA6CFF,Twisted Tongue,Sofa Surfers,,R181DBC01AE49,Bra grejer är gratis,2005.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC914D73C8251,White Noise,Sofa Surfers,,RC74560C8B88A,Sofa Surfers,2005.0,Trip-Hop,Chill; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S716B44366ADD,Tainted Love (Remastered 2008),Soft Cell,,R7D99718E896E,Non Stop Erotic Cabaret (Deluxe Edition / Remastered 2008),2008.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3DE1E50E7F6F,Tainted Love / Where Did Our Love Go? (Extended Version  / Remastered 2008),Soft Cell,,R3911384F8EDE,Non Stop Erotic Cabaret (Deluxe Edition / Remastered 2008),2008.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S560C28933AEA,Tainted Love,"Soft Cell, Marc Almond",,R0E52BE05F070,Memorabilia: The Singles,2016.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S09CEC57276DD,Turn Around - Alias Remix,Sola Rosa,,R2C2B7B168B56,Get It Together (Remixes) - EP,2012.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB038F1C9E897,Sol,Solar Fields,,R8F2A46F08BE6,Movements,2009.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SEEBAD7AB372D,Janeiro - Chiller Twist Blue Line Remix,Solid Sessions,,RE783CC3193F5,Janeiro,2000.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S86B789E7D522,Erase / Rewind (Acoustic-Pella),Something Real,,R99E45C31AD37,Erase / Rewind (Cover Nominees),2024.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S424630F0E6F2,Erase / Rewind (Acoustic-Pella),Something Real & Erase / Rewind,,R0B24D65D2328,2:53,1998.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S83CDEE83EEF3,Erase / Rewind (Acoustic-Pella),Something Real feat. Erase / Rewind,,R92766FA89489,Erase / Rewind - EP,1997.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S2E3178FAF7CD,In Another Life,Son Lux,,R7BE639724B5A,Everything Everywhere All at Once (Original Motion Picture Soundtrack),2022.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S222FFAC848FE,Das Letzte Lied,Sonne Hagal,,RD70EB579F95F,Jordansfrost,2008.0,Trip-Hop,Chill; Low,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SCF798EDD69DB,Sweet Disposition,Sonnenkino Sweet Disposition,,R475597DF5D34,Sweet Disposition - Single,2022.0,Downtempo,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE969C94802EB,As I Lay Me Down,Sophie B. Hawkins,,RFC0060720FA4,Whaler,1994.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SEEACB4F2B90E,Damn I Wish I Was Your Lover,Sophie B. Hawkins,,RD699A9183097,Tongues And Tails,1992.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8D3E9C8A654D,Right Beside You,Sophie B. Hawkins,,R113F8333134B,Whaler,1994.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S98008F7C0EE4,Runaway Train,Soul Asylum,,RD2083D92FABA,Black Gold: The Best Of Soul Asylum,1993.0,Rock,Chill; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S7EFFD8668920,Circles,Soul Coughing,,R7BF99DC1E883,El Oso,1998.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SBCE43B1102D6,Screenwriter's Blues (2 Meter Session),Soul Coughing,,RC065EADF4CBA,"Jan Douwe Kroeske presents: 2 Meter Sessions, Vol. 6",2019.0,Indie Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S069CBD127132,High Times (Instrumental),SoulChef,,RC0942E2C36D0,Next to Nothing (Instrumental),2019.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8294C83C5A72,Take A Ride (Instrumental),SoulChef,,R849E8DD4F1D2,Rear View (Instrumental),2023.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA5DB0E7507A7,Rumblefish,Soulsavers,,R5471ED500E09,Laidback,2003.0,electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB5ED63B6955E,Too Many Dj'S (Dave Bascombe Radio Mix),Soulwax,,RA41BDB12DDAF,Too Many Dj'S,2000.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S362160112F2A,Wouldn'T It Be Good?,Soulwax,,RA3E32C9DB529,Too Many Dj'S (Cover Nominees),2025.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB8E0EB4A44FC,Black Hole Sun,Soundgarden,,RAF1A4E7A4963,Superunknown (Deluxe Edition),2006.0,Hard Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8312195A8861,Black Hole Sun (acoustic),Soundgarden,,RC646B2BC20FB,The Roads We Choose: A Retrospective,2007.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S542A524C2DA8,Burden In My Hand,Soundgarden,,R8DF08593A872,Down On The Upside,1996.0,Hard Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0857F87CFD25,Come Together,Soundgarden,,R17CF5A530253,Fresh Deadly Rarities,1994.0,Hard Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S1B764A315B8C,Fell On Black Days,Soundgarden,,R6C9804146C4E,Superunknown,1994.0,Hard Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S10E607693630,Bodega Bay,Sounds From The Ground,,R94B78F205F22,Mosaic Remastered,1999.0,Trip-Hop,Chill; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S592FED0B1071,Snow,SOUNDS FROM THE GROUND,,R08023F59C1ED,Mosaic,1999.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SEFFB640F68E3,Tessellate,Soupandreas,,R99F1C9DDD108,Tessellate,2017.0,Downtempo,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S2DBF844E1EE2,It's Been a Long Time (2 Meter Session),Southside Johnny and the Ashbury Jukes,,R284CF217347C,"Jan Douwe Kroeske presents: 2 Meter Sessions, Vol. 3",2019.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S5C67DACBABF5,In the Meantime,Spacehog,,RDFBB43F05BAD,Resident Alien,1995.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S1606C6B2AB96,Chant No. 1,Spandau Ballet,,R4EBAFE7B5248,Diamond (Special Edition),1982.0,Pop,Intense; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4166FB93A93C,True,Spandau Ballet,,R6F5C72CD05F6,True (Special Edition),1983.0,Pop,Chill; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD1756FB3F861,Wannabe,Spice Girls,,R50323478F133,Summer Party Hits: 20 Feelgood Sunshine Anthems,2005.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SED54D6682DD7,Billy Idol -  Rebel Yell (Live In New York),Spice Shack,,RCAA1B477EE29,Rebel Yell,1983.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8F5823B15FB3,Billy Idol -  Rebel Yell (Live In New York),Spice Shack & 5:38,,R37B162455C57,Rebel Yell,1983.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA24A4B9C68EC,Billy Idol -  Rebel Yell (Live In New York),Spice Shack feat. 5:38,,REEF573637155,Rebel Yell,1983.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S2CB2B748B22E,All I Want for Christmas (Is My Two Front Teeth),Spike Jones & His City Slickers,,R31B9068BB78E,Classic Christmas Music,1948.0,Christmas: Classical,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S948EA4F0A67B,fetišh,spill tab,,R11D9DC75616A,KLEPTO,2023.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9F45261B8A23,Ben Kweller - 'Today' (Smashing Pumpkins Cover),SPIN,,R5DA673D9AB31,Becoming X,1996.0,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SBC04B70C03A5,Little Miss Can't Be Wrong (2 Meter Session),Spin Doctors,,R1D6DE873D133,Jan Douwe Kroeske presents: The Best of 2 Meter Sessions 1987-2009,1987.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC8B47A94C191,Java Pop,Spires That in the Sunset Rise,,RC6EF667DD202,Curse the Traced Bird,2008.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S66D942F71A68,Plowed,Sponge,,R150A0A3D8A79,"Rotting Pinata (Playlist: July 25, 2019 Random Upbeat)",2019.0,"July 25, 2019 Random Upbeat",,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SEA6557FD70ED,The Underdog,Spoon,,R3CDCC6D4EDF7,Everything Hits at Once: The Best of Spoon,2007.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3FBCBFADC2E3,The Vapors,Spoon,,R2FA2B3031DBD,,,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S51343E6BA2F6,Pulling Mussels (From The Shell),Squeeze,,R6D3D5885161D,Argybargy,2000.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB3330DAD010A,Tempted,Squeeze,,R5895F3E38A88,East Side Story,1981.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S6B0403C128F7,Hell,Squirrel Nut Zippers,,R956ED91DD18D,The Best of Squirrel Nut Zippers,2011.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S5007FD9DFB16,Sure Thing,St Germain Tourist,,RE625732CB993,Tourist (Remastered),2000.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S88E86F64B481,Rose Rouge,St. Germain,,R7D16F842F11E,Cained,2007.0,Trip-Hop,Intense; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S441077BCF216,Sure Thing,St. Germain,,R035C6A978A71,Hotel Lounge: Music Inspired by the VT4 TV-Series Het Hotel Westende,2009.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S106ECE86C099,Piggy,St. Vincent,,R6CF6BBDF326D,Piggy,2020.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S5BD17B65CD5F,Save Yourself,Stabbing Westward,,RBF48F61611A5,Darkest Days,2010.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SABAA2090E25E,Shame,Stabbing Westward,,RA7E5D35508BF,Wither Blister Burn + Peel,1994.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SEB4D06614197,Stadium Love,Stabbing Westward,,R5F203E38D949,,,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S013C46A8E5B2,Start Me Up,Stabbing Westward,,R52B24729C588,Chasing Ghosts,2022.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S2E96A2CE0203,Violent Mood Swings,Stabbing Westward,,R27F1FC0CC613,Ungod,1994.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S039BFC0D20C7,What Do I Have to Do?,Stabbing Westward,,R2A638FD656C8,Wither Blister Burn + Peel,2001.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S24C20A22FED8,Bright,Stafrænn Hákon,,R2868E2BB8D15,Sanitas,2010.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0FAF8536672F,Comfortably Numb (live acoustic),Staind,,R5D77C97379CC,The Singles: 1996-2006,1996.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S40AED2A3099D,Sober (Acoustic Live),Staind,,R53E63850D5EF,The Singles 1996-2006,1996.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB92194CE154C,Desafinado,Stan Getz,,RF5CB302815ED,& João Gilberto Getz/Gilberto,2002.0,Jazz,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD21F6920FD08,The Girl From Ipanema,Stan Getz,,R1BC060ACBAC3,Getz/Gilberto,1989.0,jazz,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SFC506884B01C,Drive She Said (live),Stan Ridgway,,R578C3CA31B10,The Big Heat,1993.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9AB352C9DA13,Deeper (Ewan Pearson Ping Pong Mix),Stargazer,,RBE4F815F30CC,Laidback,2004.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S22C4640553B0,Nothing's Gonna Stop Us Now,Starship,,R3E1EA290876D,No Protection,1987.0,Rock,Chill; Medium,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8EA9C134C2F3,In the Air Tonight,State of Mine,,R452F5F7F2804,In The Air Tonight,2022.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S57A43FA69C25,Ariel,Stateless,,R0A0A93E2E0B4,City Lounge: The Cool Tempo New Generation,2011.0,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8D2FBE79A30F,Bloodstream,Stateless,,RF7DBE7043A76,Stateless,2005.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3CEAFD1E10D3,Bloodstream (Henrik Schwarz Club Mix),Stateless,,R9C2EDD7D4452,Bloodstream,2005.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S90820EE6A19C,Bloodstream (Quartet Session),Stateless,,R3DB896DEEC0B,Bloodstream (Quartet Session),2011.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S09F698B884D9,Blue Fire,Stateless,,R046EB6F26DDD,I'm On Fire,2011.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S48D57BD35DFC,Down Here,Stateless,,R1864956A3558,Stateless,2007.0,Alternative,Chill; Medium,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S6134F0824FBF,Exit,Stateless,,RCD14F83C3B4B,Stateless,2007.0,Alternative,Chill; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S1E4E54BFD847,Miles To Go,Stateless,,RF04F155B23EA,Matilda,2011.0,rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S79B413BAF749,Prism #1,Stateless,,RCDDA3EE64F64,Stateless,2007.0,Alternative,Chill; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SDCB0100C9E82,Cold,Static-X,,R1C75BA36E91A,The Family Values Tour 2001,2002.0,Trip-Hop,Intense; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SEDCE6953D18E,Stuck In The Middle With You,Stealers Wheel,,R821F641CDFC7,Stealers Wheel,1999.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4E911F78EEEC,Aja,Steely Dan,,R9A26689E79A3,Showbiz Kids: The Steely Dan Story,1977.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA0D508A8A91F,Deacon Blues,Steely Dan,,R7186ED3D2B06,Aja,1977.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S7FD95EDA3F29,Do It Again,Steely Dan,,R5253C9AC78F4,Can't Buy A Thrill,1972.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S37B57DCE952C,Hey Nineteen,Steely Dan,,RAA3AD022138E,Gaucho,2016.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SCDD14727486B,Reelin' In The Years,Steely Dan,,RDE5346C69FD0,Can't Buy A Thrill,2012.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S72BCEFF7841D,Top of the World,Stephen Walking,,R3914FAE4AC1E,Monstercat 003 - Momentum,2011.0,electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S2AA2207D463B,Magic Carpet Ride,Steppenwolf,,R0B4C579B86E8,The Second,1999.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC35F1BFE8FB0,Take On Me,"Sterbinszky, Mynea & Király Viktor Take On Me",,RE7A6DAA267AD,Hunting High and Low,1985.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S496A73E09A8A,Safe and Sound,Stereo Dub,,R3311E306B0A0,Pacha - Acoustic Clubbin,2013.0,Jazz,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S79998994A4CF,Safe and Sound,Stereo Dub & Pacha - Acoustic Clubbin,,R18DF0BCBEA03,2:32,2013.0,Jazz,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB25BACB77EF5,Safe and Sound,Stereo Dub feat. Pacha - Acoustic Clubbin,,RC3C023A10E35,Pacha - Acoustic Clubbin',2013.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3175BF72D62E,Connected,Stereo MC's,,R42C954D646B6,L'invitation (Bande originale du film),1992.0,Hip-Hop/Rap,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA2C7C0E8C78B,Rhino Part 2,Stereo Mcs,,R409B00904B6B,Dj Kicks,1992.0,Pandora Chill,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S906DCF9E7A21,Cybele's Reverie,Stereolab Emperor Tomato Ketchup,,R2EFB9DF8CAF1,Emperor Tomato Ketchup (Expanded Edition),1996.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S49435EB46804,Dharma,StereOMantra,,RF4B23CD72BF8,Projections,2017.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S52225A3B3274,Maybe Tomorrow,Stereophonics,,RBB58A0F21757,You Gotta Go There To Come Back,2003.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S80DA0709D7D9,Superman,Stereophonics,,R751C8AEDF1CC,Teen Spirit 4,2007.0,Trip-Hop,Intense; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S45AE36C73A8D,Judith,Sterling R Jackson,,R55528C8710AF,"Reflections, Vol. 1",2015.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
